upstream_row,upstream_col,downstream_row,downstream_col,contribution,slope
96,34,97,35,1,0.3548284186108731
72,41,71,42,1,
76,43,75,44,1,0.20810904768305774
88,40,89,41,1,0.450600740714982
73,42,72,43,1,0.2176745279069828
85,42,86,43,1,0.43437566934034866
75,43,74,44,1,0.20666894542879988
83,43,84,44,1,0.4352409826691918
87,41,88,42,1,0.4404701816631818
78,44,79,45,1,0.24192318998734683
79,44,80,45,1,0.2913554582774189
90,39,91,40,1,0.5438974768409267
77,44,78,45,1,0.2015964660793079
92,38,93,39,1,0.5726436354771964
80,44,81,45,1,0.3577355316619935
74,43,73,44,1,0.20802935146247228
72,42,71,43,1,0.1915384492207721
96,35,97,36,1,0.3771894063902396
95,36,96,37,1,0.450859309045922
76,44,75,45,1,0.19036739964147917
97,34,98,35,1,
73,43,72,44,1,0.19286487243372535
71,42,70,43,1,
94,37,95,38,1,0.5053393723949058
75,44,74,45,1,0.18690786742563884
89,40,90,41,1,0.46725046012085847
81,44,82,45,1,0.4697512388687111
72,43,71,44,1,0.1693419018743304
86,42,87,43,1,0.5217748201035405
74,44,73,45,1,0.20286876585041527
84,43,85,44,1,0.5051477618791933
77,45,78,46,1,0.31481779947900673
88,41,89,42,1,0.48202744259095714
76,45,77,46,1,0.23270859543851904
91,39,92,40,1,0.4717278819706251
73,44,72,45,1,0.2091638137856654
71,43,70,44,1,0.18535179496424964
78,45,79,46,1,0.41203649275277415
93,38,94,39,1,0.47328169679809545
75,45,74,46,1,0.22168143603605778
90,40,91,41,1,0.45103659170410715
72,44,71,45,1,0.22565087465436728
97,35,98,36,1,0.37400083225803177
82,44,83,45,1,0.5581120018397282
96,36,97,37,1,0.37174763253914134
95,37,96,38,1,0.3685449276487488
70,43,69,44,1,
79,45,80,46,1,0.4744281670608372
92,39,93,40,1,0.4544480488216427
74,45,73,46,1,0.23458281873973838
71,44,70,45,1,0.22817683343440814
87,42,88,43,1,0.5468269568184833
85,43,86,44,1,0.5793111900421295
94,38,95,39,1,0.3548072448567118
89,41,90,42,1,0.5338647325369565
83,44,84,45,1,0.5775922123360894
73,45,72,46,1,0.23553783801125955
80,45,81,46,1,0.5525856248074815
76,46,77,47,1,0.4195681436418001
75,46,76,47,1,0.3284518065646374
70,44,69,45,1,0.22722922534244705
91,40,92,41,1,0.5068158052925946
97,36,98,37,1,0.3769985179672981
72,45,71,46,1,0.2337059665460829
93,39,94,40,1,0.4244356934810276
96,37,97,38,1,0.35731513060558423
74,46,75,47,1,0.2487834053523888
98,35,99,36,1,
95,38,96,39,1,0.3329311638518168
77,46,78,47,1,0.49837393773939
69,44,68,45,1,
71,45,70,46,1,0.23945984941798312
86,43,87,44,1,0.5542233177860697
84,44,85,45,1,0.5917455552214954
73,46,72,47,1,0.2078195250056966
81,45,82,46,1,0.5551715389767348
88,42,89,43,1,0.5789514795596721
94,39,95,40,1,0.4178757886139223
70,45,69,46,1,0.23992099985704027
72,46,71,47,1,0.22513421407226175
78,46,79,47,1,0.5208340888385459
90,41,91,42,1,0.591119262827959
97,37,98,38,1,0.3732308776919544
69,45,68,46,1,0.244953578892588
96,38,97,39,1,0.36236425897123714
92,40,93,41,1,0.5321822901956982
82,45,83,46,1,0.5339206167923614
74,47,75,48,1,0.39566179572292254
73,47,74,48,1,0.2999215886746138
71,46,70,47,1,0.2729570033681302
98,36,99,37,1,0.3961368598111497
79,46,80,47,1,0.5323426310466184
95,39,96,40,1,0.46966448336975386
87,43,88,44,1,0.5605321006373011
68,45,67,46,1,
75,47,76,48,1,0.4844877018290672
85,44,86,45,1,0.552184439344956
72,47,71,48,1,0.2712876489607949
70,46,69,47,1,0.2700053273892066
89,42,90,43,1,0.5835120818449611
83,45,84,46,1,0.5653067014946684
76,47,77,48,1,0.5383550805926843
93,40,94,41,1,0.5436038246417746
80,46,81,47,1,0.5321033207442254
91,41,92,42,1,0.6033736550292738
69,46,68,47,1,0.2504584538211008
97,38,98,39,1,0.3756062520113067
98,37,99,38,1,0.37380408332561493
96,39,97,40,1,0.45494833724485223
77,47,78,48,1,0.5302996559054415
71,47,70,48,1,0.2668707358929197
68,46,67,47,1,0.2194405534673606
86,44,87,45,1,0.5374588931417908
99,36,100,37,1,
81,46,82,47,1,0.5287562823024539
88,43,89,44,1,0.5416021421414261
67,46,66,47,1,
72,48,73,49,1,0.4729374993101237
70,47,69,48,1,0.2624718040163332
94,40,95,41,1,0.5570804701436025
84,45,85,46,1,0.5458843269042836
73,48,74,49,1,0.5504761974615003
78,47,79,48,1,0.4987658892755981
69,47,68,48,1,0.26136329945876624
90,42,91,43,1,0.5972713047693735
82,46,83,47,1,0.5361852001867208
92,41,93,42,1,0.5642059430494752
71,48,72,49,1,0.4014818728896585
97,39,98,40,1,0.45744938576287336
68,47,67,48,1,0.26595321532705063
99,37,100,38,1,0.3542913997157677
98,38,99,39,1,0.38198557646008474
74,48,75,49,1,0.5760052584969713
79,47,80,48,1,0.5114603826779348
87,44,88,45,1,0.532820280149715
67,47,66,48,1,0.2545648698296651
85,45,86,46,1,0.5015418189901022
75,48,76,49,1,0.5773838086258682
95,40,96,41,1,0.5605611431568818
89,43,90,44,1,0.5481672207278485
66,47,65,48,1,
70,48,71,49,1,0.307624056981602
80,47,81,48,1,0.5161561975166732
83,46,84,47,1,0.5159010629665832
76,48,77,49,1,0.5333463320796876
93,41,94,42,1,0.5804839798137835
69,48,68,49,1,0.25305744806968383
99,38,100,39,1,0.37993284137517946
96,40,97,41,1,0.5318581828278247
91,42,92,43,1,0.5509907249224817
88,44,89,45,1,0.5289499145955835
86,45,87,46,1,0.5204341854694059
98,39,99,40,1,0.46538304689721927
100,37,101,38,1,
77,48,78,49,1,0.5124663940993048
68,48,67,49,1,0.2961561328839506
84,46,85,47,1,0.5116383764704954
67,48,66,49,1,0.2679425872537124
81,47,82,48,1,0.5433154331161371
78,48,79,49,1,0.5091230427251807
66,48,66,49,1,0.2587379950213923
65,48,66,49,1,
94,41,95,42,1,0.5342164383072137
69,49,70,50,1,0.3078735774611051
90,43,91,44,1,0.5402572067081044
70,49,71,50,1,0.39927575966176926
97,40,98,41,1,0.5571313319040597
92,42,93,43,1,0.5663502964877539
82,47,83,48,1,0.5455690951894437
87,45,88,46,1,0.5213712629952212
79,48,80,49,1,0.5375501914903218
100,38,101,39,1,0.33690150247188594
85,46,86,47,1,0.5164600340068125
71,49,72,50,1,0.5192231569514253
68,49,69,50,1,0.23932893982291117
72,49,73,50,1,0.5862440772846553
89,44,90,45,1,0.5472403132107732
95,41,96,42,1,0.5232594043398864
99,39,100,40,1,0.41655523057734556
64,49,63,50,1,
67,49,66,50,1,0.24499994859555008
73,49,74,50,1,0.5950006875178928
65,49,65,50,1,0.24671974092919297
66,49,65,50,1,0.2401794599167756
74,49,75,50,1,0.5502458969011679
83,47,84,48,1,0.5303545903883459
80,48,81,49,1,0.5460855343290029
91,43,92,44,1,0.5037886795127675
75,49,76,50,1,0.5300253218172739
101,38,102,39,1,
98,40,99,41,1,0.5109962526570564
76,49,77,50,1,0.4978282848665273
68,50,69,51,1,0.25812444305027893
86,46,87,47,1,0.5166583446906718
96,41,97,42,1,0.5486793927959436
88,45,89,46,1,0.5485000604748346
93,42,94,43,1,0.5787655657046603
77,49,78,50,1,0.5088844147822014
100,39,101,40,1,0.33917195586282517
67,50,66,51,1,0.24302738442773564
69,50,70,51,1,0.4059631353190782
84,47,85,48,1,0.5239325691029632
81,48,82,49,1,0.5416400111759236
66,50,65,51,1,0.2475129961874224
64,50,65,51,1,0.2433012959051557
90,44,91,45,1,0.5113951878213718
65,50,65,51,1,0.2651007793544396
63,50,63,51,1,
94,42,95,43,1,0.5661595728588323
78,49,79,50,1,0.5357992102976586
70,50,71,51,1,0.41275225545283833
99,40,100,41,1,0.40533096193913687
101,39,102,40,1,0.27653535949489194
87,46,88,47,1,0.5163747708830746
92,43,93,44,1,0.5750270367540173
97,41,98,42,1,0.544125078023094
71,50,72,51,1,0.36722432261655685
82,48,83,49,1,0.527243077472556
85,47,86,48,1,0.520099916719311
89,45,90,46,1,0.5133966697481795
72,50,73,51,1,0.39543729342101036
79,49,80,50,1,0.5322994224652995
67,51,68,52,1,0.26811244066002476
64,51,65,52,1,0.23470639849968974
68,51,69,52,1,0.35655910382099915
102,39,103,40,1,
95,42,96,43,1,0.5691083469259111
100,40,101,41,1,0.3169587413563446
73,50,74,51,1,0.4408123367717923
63,51,64,52,1,
91,44,92,45,1,0.5359632484859227
66,51,67,52,1,0.23947676053184597
74,50,75,51,1,0.44843314572456633
65,51,65,52,1,0.23144930906506958
75,50,76,51,1,0.45240339647091643
83,48,84,49,1,0.5275040325235872
80,49,81,50,1,0.541727963954651
101,40,102,41,1,0.2541537921322439
76,50,77,51,1,0.5060086314371963
98,41,99,42,1,0.4768188831581003
69,51,70,52,1,0.36854529089590665
86,47,87,48,1,0.5050859037772579
88,46,89,47,1,0.4797457825139199
70,51,71,52,1,0.38796117591236523
71,51,72,52,1,0.39294143968695705
102,40,103,41,1,0.22295162414864786
96,42,97,43,1,0.5512472311608105
90,45,91,46,1,0.5175030629704201
62,52,61,53,1,
63,52,64,53,1,0.1940305359566987
77,50,78,51,1,0.5314364172066794
93,43,94,44,1,0.5368090941535059
99,41,100,42,1,0.3791712420914357
84,48,85,49,1,0.5276472556626655
64,52,65,53,1,0.2448718722886718
66,52,67,53,1,0.2664414835457822
65,52,66,53,1,0.2339090058035218
72,51,73,52,1,0.43618481272288434
103,40,104,41,1,
67,52,68,53,1,0.3477732240123387
100,41,101,42,1,0.30252936699309635
81,49,82,50,1,0.5253993484816935
78,50,79,51,1,0.5319745548330973
87,47,88,48,1,0.4688634324240242
101,41,102,42,1,0.2578019496175036
89,46,90,47,1,0.49500510627131344
68,52,69,53,1,0.41436287405873257
92,44,93,45,1,0.5460280771325684
97,42,98,43,1,0.5308452216094778
73,51,74,52,1,0.4590373680004727
62,53,63,54,1,0.23024225395928866
63,53,64,54,1,0.26046941848811694
94,43,95,44,1,0.5581515925497658
102,41,103,42,1,0.22954346516630345
61,53,62,54,1,
85,48,86,49,1,0.5072457494712884
82,49,83,50,1,0.5061808410956924
74,51,75,52,1,0.49741890202302325
103,41,104,42,1,0.19998763021595098
79,50,80,51,1,0.5286371846232464
69,52,70,53,1,0.41890310338550685
64,53,65,54,1,0.2809371034654003
91,45,92,46,1,0.5390984956520767
65,53,66,54,1,0.2784350355183209
88,47,89,48,1,0.4656904014737288
75,51,76,52,1,0.5234738409981294
98,42,98,43,1,0.41431103100189764
104,41,105,42,1,
66,53,67,54,1,0.3132673826055849
95,43,96,44,1,0.5594892650952361
83,49,84,50,1,0.5309861982476547
99,42,98,43,1,0.33067664818434184
86,48,87,49,1,0.48057748772912956
100,42,99,43,1,0.29908424934589684
70,52,71,53,1,0.4827205459768048
101,42,101,43,1,0.26750432120853734
80,50,81,51,1,0.527839368690674
102,42,101,43,1,0.22292634679160453
93,44,94,45,1,0.5047111985663723
61,54,60,55,1,
76,51,77,52,1,0.5475800763712095
90,46,91,47,1,0.516034455097038
103,42,102,43,1,0.1922928469177236
67,53,68,54,1,0.38577101676987324
62,54,63,55,1,0.2687431613239503
104,42,105,43,1,0.15320563512038926
71,52,72,53,1,0.5241011007913875
96,43,97,44,1,0.5530194522218668
105,42,106,43,1,
63,54,64,55,1,0.3142120617343092
87,48,88,49,1,0.48220964124595433
77,51,78,52,1,0.5539873471912978
84,49,85,50,1,0.5162053036328197
81,50,82,51,1,0.5063383536762586
64,54,64,55,1,0.307720151169652
72,52,73,53,1,0.5496602020759355
89,47,90,48,1,0.5195506326050784
68,53,69,54,1,0.3960157847212492
92,45,93,46,1,0.550154424255239
65,54,64,55,1,0.28293860219725386
103,43,102,44,1,0.1944642828044445
104,43,103,44,1,0.14892930719235203
66,54,67,55,1,0.28158040422181324
102,43,101,44,1,0.22120562579277986
105,43,106,44,1,0.13683185943644838
78,51,79,52,1,0.5534442840851295
94,44,95,45,1,0.5332768829673107
100,43,99,44,1,0.28551482842784837
85,49,86,50,1,0.4806564499335727
101,43,100,44,1,0.2554822197158904
99,43,98,44,1,0.32055716557761194
106,43,107,44,1,
82,50,83,51,1,0.5301206841198718
97,43,97,44,1,0.4703755297527088
73,52,74,53,1,0.5361150994636207
98,43,97,44,1,0.364657473011634
91,46,92,47,1,0.552653165945121
69,53,70,54,1,0.4315459454488375
62,55,63,56,1,0.31281202760961085
61,55,62,56,1,0.2857039467118413
60,55,61,56,1,
88,48,89,49,1,0.5251297956184228
105,44,104,45,1,0.14106591594620238
104,44,103,45,1,0.1595259572404166
79,51,80,52,1,0.5406123788447736
106,44,105,45,1,0.11144375946498454
67,54,68,55,1,0.33059162315584995
107,44,108,45,1,
74,52,75,53,1,0.5377073279628158
63,55,64,56,1,0.3567007332264293
86,49,87,50,1,0.4788935771677431
103,44,102,45,1,0.18564291087451265
102,44,101,45,1,0.20562845370257773
95,44,96,45,1,0.5303412824551993
90,47,91,48,1,0.5448537210367138
65,55,66,56,1,0.33490110828160985
66,55,67,56,1,0.3744939484197485
64,55,64,56,1,0.37054032147682725
75,52,76,53,1,0.5457548371481378
70,53,71,54,1,0.4518587040094892
83,50,84,51,1,0.5163654682556057
93,45,94,46,1,0.5435358007408978
68,54,69,55,1,0.37800894310966343
106,45,105,46,1,0.1287173816680561
80,51,81,52,1,0.5319369228980899
101,44,100,45,1,0.24727365219821387
107,45,107,46,1,0.12200503749837148
105,45,104,46,1,0.14661310492071405
108,45,109,46,1,
104,45,103,46,1,0.16765660203754992
100,44,99,45,1,0.2970667251526125
60,56,61,57,1,
76,52,77,53,1,0.5531117300389705
103,45,102,46,1,0.16931984280731124
71,53,72,54,1,0.4883658218814522
84,50,85,51,1,0.4921082909980208
61,56,62,57,1,0.3044479559166698
87,49,88,50,1,0.5008674101519887
99,44,98,45,1,0.3192322059928763
89,48,90,49,1,0.5843208928549923
96,44,96,45,1,0.4760268235407584
106,46,105,47,1,0.12261747641262022
108,46,109,47,1,0.10202133358443713
107,46,106,47,1,0.10360031969297513
102,45,101,46,1,0.2221991594920252
81,51,82,52,1,0.5335016427968265
98,44,97,45,1,0.3227706229667899
105,46,104,47,1,0.13295864878488498
67,55,68,56,1,0.44948825674726434
109,46,110,47,1,
69,54,70,55,1,0.4221616674482842
92,46,93,47,1,0.5281195657235551
62,56,63,57,1,0.3562958957571839
97,44,96,45,1,0.34521537055349016
77,52,78,53,1,0.5392215771872677
104,46,103,47,1,0.16546920906094173
85,50,86,51,1,0.514325170586975
72,53,73,54,1,0.5112078091692266
107,47,106,48,1,0.09392492430953034
108,47,108,48,1,0.09934564048133644
109,47,110,48,1,0.08859934740837402
106,47,105,48,1,0.12740385534552653
103,46,102,47,1,0.18867355081478396
101,45,100,46,1,0.25482281576618887
94,45,95,46,1,0.5183115650100519
110,47,111,48,1,
105,47,104,48,1,0.14568602351967447
91,47,92,48,1,0.5460966185192905
78,52,79,53,1,0.5370285330036659
63,56,64,57,1,0.36473748507483833
82,51,83,52,1,0.526194656209625
73,53,74,54,1,0.517318230121752
107,48,106,49,1,0.11936963323825141
109,48,108,49,1,0.09693827227192076
88,49,89,50,1,0.5739167369746051
108,48,107,49,1,0.10561365566405283
70,54,71,55,1,0.45770623493471624
100,45,99,46,1,0.28368443040593216
110,48,109,49,1,0.07783867081952836
104,47,103,48,1,0.14562778939039903
111,48,110,49,1,
102,46,101,47,1,0.2218465313782839
65,56,66,57,1,0.4462180334920108
60,57,61,58,1,
86,50,87,51,1,0.48975896253869367
106,48,105,49,1,0.125038670913443
79,52,80,53,1,0.5366006197551072
68,55,69,56,1,0.5313497117550869
74,53,75,54,1,0.526269108945005
99,45,98,46,1,0.29484364924760154
64,56,65,57,1,0.37937862953285295
61,57,62,58,1,0.2905117220244942
103,47,102,48,1,0.18139600063172193
105,48,104,49,1,0.1275391914759885
111,49,110,50,1,0.06440468255521155
112,49,111,50,1,
110,49,109,50,1,0.0783673857257714
95,45,96,46,1,0.423562202676857
109,49,108,50,1,0.09429375140117652
83,51,84,52,1,0.5467593102190366
93,46,94,47,1,0.4889108232250829
108,49,107,50,1,0.10066040778723581
90,48,91,49,1,0.5600711081868499
98,45,97,46,1,0.28585510847273726
104,48,103,49,1,0.13892317320212322
107,49,106,50,1,0.12159546620852164
66,56,67,57,1,0.5853632135666824
101,46,100,47,1,0.23512429011470712
106,49,105,50,1,0.10834323510600391
97,45,96,46,1,0.29212691542273583
111,50,110,51,1,
62,57,63,58,1,0.30358458569264307
75,53,76,54,1,0.5177299159476985
110,50,109,51,1,0.07842883385723692
109,50,108,51,1,0.08485352231795172
96,45,96,46,1,0.3250876055913061
102,47,101,48,1,0.2085938906680304
105,49,104,50,1,0.12742987702093778
71,54,72,55,1,0.4754353424839521
92,47,93,48,1,0.44563960148272336
108,50,107,51,1,0.09180157327296111
111,51,110,52,1,
80,52,81,53,1,0.5343449480136935
87,50,88,51,1,0.5186913022304691
107,50,106,51,1,0.10676390789825457
103,48,102,49,1,0.19144097058282572
69,55,70,56,1,0.536290228098061
110,51,109,52,1,0.075086489400293
106,50,105,51,1,0.12431705150489232
104,49,103,50,1,0.1772101288686292
100,46,99,47,1,0.25880761502899674
63,57,64,58,1,0.2999770844644786
84,51,85,52,1,0.5639728275679372
109,51,108,52,1,0.08437301516957822
60,58,61,59,1,
111,52,112,53,1,0.08732183340592745
108,51,107,52,1,0.09993961178393265
76,53,77,54,1,0.5087238422626694
112,52,112,53,1,
110,52,109,53,1,0.07639231454425695
105,50,104,51,1,0.1590667037681219
101,47,100,48,1,0.23376735524833994
107,51,106,52,1,0.11036751357559843
61,58,62,59,1,0.28878936349950995
72,54,73,55,1,0.4838022757813721
81,52,82,53,1,0.5271253401102161
94,46,95,47,1,0.3528036193912845
89,49,90,50,1,0.5301582280908952
109,52,108,53,1,0.09034416802811672
77,53,78,54,1,0.5109642971650712
67,56,68,57,1,0.6134639426911165
99,46,98,47,1,0.27340938737375503
102,48,101,49,1,0.2074657538351789
106,51,105,52,1,0.13973013433025452
111,53,110,54,1,0.10203203608639436
103,49,102,50,1,0.1866396891483446
98,46,97,47,1,0.27460518592309063
110,53,109,54,1,0.09666217921167918
112,53,111,54,1,
108,52,107,53,1,0.10220561675740941
64,57,65,58,1,0.34829158313963826
91,48,92,49,1,0.4245700562148664
104,50,103,51,1,0.17141466354441473
62,58,63,59,1,0.2972955712187996
85,51,86,52,1,0.54591948625805
97,46,97,47,1,0.2625172080863187
109,53,108,54,1,0.09128889220654002
95,46,96,47,1,0.26724567995082593
107,52,106,53,1,0.12486101196261089
96,46,97,47,1,0.23862030374785811
105,51,104,52,1,0.15182478415321865
78,53,79,54,1,0.5335338965676989
82,52,83,53,1,0.5763931199502615
108,53,107,54,1,0.10520343962531603
100,47,99,48,1,0.2322987739852835
93,47,94,48,1,0.32624781163282024
111,54,110,55,1,
73,54,74,55,1,0.5028821060903407
70,55,71,56,1,0.5359219691787331
110,54,109,55,1,0.10646506878610894
106,52,105,53,1,0.13894645375049045
101,48,100,49,1,0.20343959394548725
102,49,101,50,1,0.18474830043171328
88,50,89,51,1,0.4869603995329558
86,51,87,52,1,0.49302965094668344
109,54,108,55,1,0.1012332824024922
103,50,102,51,1,0.17884310504412768
65,57,66,58,1,0.4680966359985258
60,59,61,60,1,0.29058658300837165
63,58,64,59,1,0.3211140165965295
104,51,103,52,1,0.15471198548647444
59,59,60,60,1,
92,48,93,49,1,0.3037892366715126
