upstream_row,upstream_col,downstream_row,downstream_col,contribution,slope
111,88,110,87,1,0.1253064525184306
90,59,89,60,1,0.19072787623921206
61,67,62,68,1,0.23994972683651258
100,67,99,68,1,0.11082031449760647
84,58,85,59,1,0.19323382227489433
108,75,107,76,1,0.12615167483590803
95,62,94,63,1,0.13258404972595791
112,82,111,83,1,0.057101804079617825
112,85,111,84,1,0.07675133139667192
110,78,109,79,1,0.08157718233354526
105,71,104,72,1,0.1382450455834044
101,68,100,69,1,0.11711896574177023
87,58,86,59,1,0.22043603474008783
111,93,110,94,1,0.10361853003353
103,69,102,70,1,0.1531035988556384
111,80,110,81,1,0.0661506537341792
112,83,111,84,1,0.061798566274852855
110,90,109,89,1,0.11160345499255318
96,64,95,65,1,0.11434139525282037
97,65,96,66,1,0.10889985143257189
112,84,111,84,1,0.06451059311720025
91,60,90,61,1,0.17275606928868034
110,79,109,80,1,0.0935125195444526
104,70,103,71,1,0.1536141033144548
107,74,106,75,1,0.14014666772875203
111,81,110,82,1,0.07507167729243158
111,87,110,86,1,0.11837541336589233
98,66,97,67,1,0.10402552587045523
110,91,109,92,1,0.10503836206484218
67,64,68,65,1,0.23975457351764407
110,89,109,88,1,0.11104832024322864
93,61,92,62,1,0.15921797687528352
86,58,85,59,1,0.2005791742378809
109,77,108,78,1,0.11596420157690644
99,67,98,68,1,0.11345783676620644
85,58,85,59,1,0.22068166453329113
68,63,69,64,1,0.2199436398718288
62,67,63,68,1,0.23770861296558243
66,65,67,66,1,0.225145365288873
75,59,76,60,1,0.27285375454693855
106,73,105,74,1,0.15076378294347928
111,86,110,85,1,0.11437075463494241
71,61,72,62,1,0.2688602929214699
95,63,94,64,1,0.12021578566432434
111,82,110,83,1,0.08915791880849257
110,92,109,93,1,0.10533598147116352
89,59,88,60,1,0.18605547641304174
102,69,101,70,1,0.14420857728975714
112,94,111,95,1,
100,68,99,69,1,0.10896431345604615
105,72,104,73,1,0.1566024403825205
111,83,110,84,1,0.07971836399896534
110,80,109,81,1,0.110639303699207
111,85,110,84,1,0.10263018004262481
111,84,110,84,1,0.08838565231626017
94,62,93,63,1,0.1338300002683345
98,67,97,68,1,0.10018650611347947
108,76,107,77,1,0.15151827293795883
97,66,96,67,1,0.09556096013110567
96,65,95,66,1,0.09651622445626454
110,88,109,87,1,0.13481823489491926
110,93,109,94,1,0.11330593400276577
92,61,91,62,1,0.15841560507391236
101,69,100,70,1,0.1386054729680797
109,78,108,79,1,0.12533835008627742
104,71,103,72,1,0.15910695720371928
73,60,74,61,1,0.27379387891874496
70,62,71,63,1,0.2626713028114086
76,59,77,60,1,0.2204956881912567
111,94,110,95,1,0.1378722761609153
65,66,66,67,1,0.23799591843666532
88,59,87,60,1,0.1840124140330883
110,81,109,82,1,0.11420909051657806
69,63,70,64,1,0.27084206509059183
95,64,94,65,1,0.11648448761674553
109,91,108,90,1,0.14607789829674225
90,60,89,61,1,0.16606137377433686
109,90,108,89,1,0.15947020693654154
63,67,64,68,1,0.24106781710703148
109,89,108,88,1,0.16571580817758638
77,59,78,60,1,0.20315371443945499
107,75,106,76,1,0.17494794633400806
109,79,108,80,1,0.1358306961901203
110,87,109,86,1,0.12093234122193952
99,68,98,69,1,0.12673630072677122
100,69,99,70,1,0.14681370882554512
95,65,94,66,1,0.09030674993011442
109,92,108,93,1,0.13580779556118908
103,70,102,71,1,0.15762974977508645
97,67,96,68,1,0.0942138731680436
93,62,92,63,1,0.13418512211889488
96,66,95,67,1,0.09063669842920913
94,63,93,64,1,0.12176246090389252
78,59,79,60,1,0.19724184313674092
108,77,107,78,1,0.14492160933333978
110,82,109,83,1,0.11276120502366661
106,74,105,75,1,0.1838774977214086
110,83,109,84,1,0.11586973707179814
84,59,83,60,1,0.22385035370854087
110,94,109,95,1,0.12730455062176443
91,61,90,62,1,0.1611495304827224
74,60,75,61,1,0.2744213589490706
110,86,109,85,1,0.12440013344349292
79,59,80,60,1,0.23225879462549118
83,59,82,60,1,0.24689406496479535
98,68,97,69,1,0.1202347732424105
82,59,81,60,1,0.26630378610567973
87,59,86,60,1,0.18959323111943016
80,59,81,60,1,0.26058930279636333
110,85,109,85,1,0.12100605423349542
110,84,109,85,1,0.11971862552356173
59,68,60,69,1,
109,93,108,94,1,0.1306497144911277
60,68,61,69,1,0.244518680618899
105,73,104,74,1,0.19964076762173968
109,80,108,81,1,0.13128728168557224
104,72,103,73,1,0.18399002698373745
89,60,88,61,1,0.15496544372262105
102,70,101,71,1,0.17715593603933671
67,65,68,66,1,0.25218929187691713
96,67,95,68,1,0.07960127841976646
95,66,94,67,1,0.10155179261885074
108,78,107,79,1,0.13375850203154613
68,64,69,65,1,0.2498842476231029
97,68,96,69,1,0.09072420466151827
86,59,85,60,1,0.18316683910609954
85,59,85,60,1,0.2064654947007101
109,88,108,87,1,0.178380941673636
107,76,106,77,1,0.15687370512114948
94,64,93,65,1,0.10410087177716644
81,59,81,60,1,0.2641238427234207
64,67,65,68,1,0.25234674059458345
72,61,73,62,1,0.29497379092741144
92,62,91,63,1,0.1417783836781701
109,81,108,82,1,0.13539130427662843
66,66,67,67,1,0.2564067106663057
94,65,93,66,1,0.10457176597443286
61,68,62,69,1,0.2347341440697265
96,68,95,69,1,0.11469372428812086
93,63,92,64,1,0.11846221679956055
109,87,108,86,1,0.16185447355752502
90,61,89,62,1,0.13565911533206038
111,95,110,96,1,
103,71,102,72,1,0.17160500757698108
99,69,98,70,1,0.13220131619333245
109,94,108,95,1,0.14062052740329087
101,70,101,71,1,0.1847098107444964
75,60,76,61,1,0.2761681623602181
106,75,105,76,1,0.16390560269483648
108,79,107,80,1,0.14875495744105738
109,82,108,83,1,0.13588312324822205
71,62,72,63,1,0.2941610747456545
88,60,87,61,1,0.16807037542223424
95,67,94,68,1,0.11653740849631483
107,77,106,78,1,0.14551416105623607
62,68,63,69,1,0.2484871555471259
109,86,108,85,1,0.15864273470773718
110,95,109,96,1,0.14198211075997752
109,83,108,84,1,0.1614108147421701
91,62,90,63,1,0.12463443110503321
94,66,93,67,1,0.10049857402216958
93,64,92,65,1,0.09312993726437248
98,69,97,70,1,0.1215108313014253
100,70,99,71,1,0.15611295797548883
105,74,104,75,1,0.17098832494716945
108,92,107,93,1,0.16825839931625533
109,84,108,85,1,0.15602142340669875
108,80,107,81,1,0.15560954719124173
108,91,107,90,1,0.1813126727616897
109,85,108,85,1,0.1589528358668919
89,61,88,62,1,0.1302439698219395
103,72,102,73,1,0.1593800554528474
65,67,66,68,1,0.23207171811011393
97,69,96,70,1,0.12241112827909091
70,63,71,64,1,0.3041348077248704
108,90,107,89,1,0.19540116006073519
76,60,77,61,1,0.25622404012172867
108,93,107,94,1,0.16216397838020175
92,63,91,64,1,0.10573485148545037
107,78,106,79,1,0.14816591076172037
93,65,92,66,1,0.10396975002298407
63,68,64,69,1,0.23834216727181817
108,89,107,88,1,0.21405380743234542
99,70,98,71,1,0.1337887673827209
68,65,69,66,1,0.23824805740353827
90,62,89,63,1,0.12112126149402055
106,76,105,77,1,0.15880513580551467
104,73,103,74,1,0.17724545402516498
77,60,78,61,1,0.2428677143037049
87,60,86,61,1,0.15999649689539602
93,66,92,67,1,0.10322131823265311
78,60,79,61,1,0.23369423545339515
109,95,108,96,1,0.14879435300153085
96,69,95,70,1,0.13190905991774224
94,67,93,68,1,0.1151958200341502
108,81,107,82,1,0.16924505339218066
95,68,94,69,1,0.13124861320901127
92,64,91,65,1,0.0855637175874008
73,61,74,62,1,0.2855977194363199
108,94,107,95,1,0.16502397164923968
91,63,90,64,1,0.09589599973615988
86,60,85,61,1,0.17446644780327789
59,69,60,70,1,
102,71,101,72,1,0.1540695012409716
105,75,104,76,1,0.16166487522163606
88,61,87,62,1,0.1403856492261986
69,64,70,65,1,0.26595853761553273
98,70,97,71,1,0.14852562111314904
107,79,106,80,1,0.17512982544877814
79,60,80,61,1,0.24634454913823609
89,62,88,63,1,0.12549419145173574
108,82,107,83,1,0.16978328836358791
67,66,68,67,1,0.24829187437113417
106,77,105,78,1,0.1649302031677264
108,88,107,87,1,0.19744183720225522
110,96,109,97,1,
84,60,83,61,1,0.2139530906263255
60,69,61,70,1,0.2448455905925003
64,68,65,69,1,0.24503296108888092
92,65,91,66,1,0.10688871680894864
61,69,62,70,1,0.25158301976969016
104,74,103,75,1,0.17508951916592322
66,67,67,68,1,0.2453269351463802
85,60,84,61,1,0.17938424724289226
100,71,99,72,1,0.15363948305121308
102,72,101,73,1,0.17396054534906027
91,64,90,65,1,0.10809237524495145
94,68,93,69,1,0.11176437610407484
95,69,94,70,1,0.12383080718936737
83,60,82,61,1,0.22869456159377144
101,71,101,72,1,0.18361593713514404
108,87,107,86,1,0.18886255858477807
97,70,96,71,1,0.1507383735023614
72,62,73,63,1,0.2788390118796134
103,73,102,74,1,0.18034954680707968
93,67,92,68,1,0.11197579369182584
90,63,89,64,1,0.1151478331097584
92,66,91,67,1,0.11502543428990943
96,70,95,71,1,0.141945988540852
108,95,107,96,1,0.14888073262534013
82,60,81,61,1,0.25892964879615815
106,78,105,79,1,0.17915432365661438
108,83,107,84,1,0.1962247940497151
80,60,81,61,1,0.27428010906322764
107,91,106,90,1,0.20584652499116762
87,61,86,62,1,0.13884541286161867
107,92,106,91,1,0.20388241703734955
108,86,107,85,1,0.17701254783360656
109,96,108,97,1,0.16409632216381206
74,61,75,62,1,0.2845976715617822
81,60,81,61,1,0.25660178469955913
107,80,106,81,1,0.18163929626660777
99,71,98,72,1,0.17103283621920054
105,76,104,77,1,0.17703874390470423
108,84,107,84,1,0.20243624790113737
108,85,107,84,1,0.16945553916437725
88,62,87,63,1,0.12501525580919398
107,93,106,94,1,0.19706944358759831
89,63,88,64,1,0.10506503101575934
71,63,72,64,1,0.2700625937651112
65,68,66,69,1,0.2566181743186696
107,90,106,89,1,0.2217906630065785
69,65,70,66,1,0.2044084419596384
93,68,92,69,1,0.10235008278620362
62,69,63,70,1,0.2681007334178506
92,67,91,68,1,0.09420088644971737
104,75,103,76,1,0.1790875976532916
91,65,90,66,1,0.10812054197766056
94,69,93,70,1,0.12320553832420907
90,64,89,65,1,0.10366789631630997
107,89,106,88,1,0.22910897531777294
107,94,106,95,1,0.17622697277468852
107,81,106,82,1,0.16416403269743662
70,64,71,65,1,0.20959806064137862
86,61,85,62,1,0.1454974646137067
95,70,94,71,1,0.1377393246545426
102,73,101,74,1,0.18819121784311865
67,67,68,68,1,0.20926755856909035
91,66,90,67,1,0.10525494610601403
68,66,69,67,1,0.2160701085552012
75,61,76,62,1,0.25416623712455577
59,70,60,71,1,0.22580527954035826
108,96,107,97,1,0.16105078343923643
85,61,84,62,1,0.13540989809398177
63,69,64,70,1,0.2628721618306471
98,71,97,72,1,0.16891457714973065
88,63,87,64,1,0.12141681523989038
106,79,105,80,1,0.18431767506626054
87,62,86,63,1,0.1211469683395561
89,64,88,65,1,0.12022283430294223
105,77,104,78,1,0.1702873555512984
84,61,83,62,1,0.17082684406936693
107,82,106,83,1,0.17498141731859243
107,95,106,96,1,0.17347488672255149
92,68,91,69,1,0.1074861755611579
91,67,90,68,1,0.0870820245362703
107,88,106,87,1,0.2147992838934562
93,69,92,70,1,0.11822546010116926
73,62,74,63,1,0.24429991539094628
76,61,77,62,1,0.2427761774232655
110,97,109,98,1,
90,65,89,66,1,0.1024003417605892
100,72,99,73,1,0.17823053096984437
77,61,78,62,1,0.24291517677656715
103,74,102,75,1,0.1771678720956967
97,71,96,72,1,0.16739923158502595
78,61,79,62,1,0.2493607293996156
107,87,106,86,1,0.2053991729928941
101,72,100,73,1,0.15972149137060365
58,70,57,71,1,
83,61,82,62,1,0.20031608835089182
96,71,95,72,1,0.16780265508869754
107,86,106,85,1,0.18992666097176064
94,70,93,71,1,0.11977615423266237
70,65,71,66,1,0.17389319298360117
104,76,103,77,1,0.1725684022436563
106,80,105,81,1,0.18102188271609096
107,85,106,84,1,0.18304756610246778
109,97,108,98,1,0.19244940350779355
79,61,80,62,1,0.24131174396637686
66,68,67,69,1,0.24746138600219966
99,72,98,73,1,0.1680708546648252
105,78,104,79,1,0.18454836171173253
90,66,89,67,1,0.095695420035322
86,62,85,63,1,0.1273640417902
87,63,86,64,1,0.134938523645417
90,67,89,68,1,0.09946090273024638
95,71,94,72,1,0.15160448516538827
91,68,90,69,1,0.11042156535223013
107,83,106,84,1,0.17293451380371297
92,69,91,70,1,0.11647682571677237
72,63,73,64,1,0.22432739562417017
71,64,72,65,1,0.17671709171853825
60,70,61,71,1,0.25412581372134435
103,75,102,76,1,0.16485535465823878
64,69,65,70,1,0.2584790556049716
68,67,69,68,1,0.17836310073333955
106,81,105,82,1,0.17063879263252263
69,66,70,67,1,0.170090303838385
88,64,87,65,1,0.12449937366545641
82,61,81,62,1,0.20706497594699236
89,65,88,66,1,0.10979872834156494
107,96,106,97,1,0.184934069129345
85,62,84,63,1,0.12978244238492445
74,62,75,63,1,0.20668581667178704
102,74,101,75,1,0.15468036035024288
93,70,92,71,1,0.13075643064718925
107,84,106,84,1,0.19342329900648078
108,97,107,98,1,0.1738507857446551
106,93,105,94,1,0.19988427237724357
106,92,105,91,1,0.21522458772725397
101,73,100,74,1,0.14495198466885148
94,71,93,72,1,0.15054387236859976
106,91,105,90,1,0.2207494762685025
104,77,103,78,1,0.16990890963873195
98,72,97,73,1,0.17836249107671742
106,94,105,95,1,0.19342916343048594
61,70,62,71,1,0.2537002278977427
80,61,81,62,1,0.21520005342351048
81,61,81,62,1,0.21169991893905038
105,79,104,80,1,0.18442742476391427
91,69,90,70,1,0.11854592258302189
106,82,105,83,1,0.1802244937894291
88,65,87,66,1,0.1040256988277451
89,66,88,67,1,0.09767932057857132
90,68,89,69,1,0.10757875232125787
67,68,68,69,1,0.20931050129266957
84,62,83,63,1,0.15419260401003615
75,62,76,63,1,0.1785215922838376
106,90,105,89,1,0.23290992397420723
71,65,72,66,1,0.14343883667305646
87,64,86,65,1,0.11093072065648632
89,67,88,68,1,0.10043488474958988
92,70,91,71,1,0.13307732269115352
69,67,70,68,1,0.17986290221066137
86,63,85,64,1,0.11180590743746503
97,72,96,73,1,0.1853639409727347
65,69,66,70,1,0.2603927973229017
103,76,102,77,1,0.16836059680089355
106,95,105,96,1,0.19370971270926146
106,89,105,88,1,0.23919293875800848
100,73,99,74,1,0.1735423677523329
72,64,73,65,1,0.12722049517492795
70,66,71,67,1,0.16341363127547312
101,74,100,75,1,0.1692685901702595
62,70,63,71,1,0.26026251707539727
106,83,105,84,1,0.1763319882896404
89,68,88,69,1,0.08329973625453364
73,63,74,64,1,0.16721582039859464
96,72,95,73,1,0.2016565336001321
76,62,77,63,1,0.19167304938910396
99,73,98,74,1,0.19778463401012203
102,75,101,76,1,0.17551859874112358
104,78,103,79,1,0.18177261203155318
85,63,84,64,1,0.10481005975532123
93,71,92,72,1,0.16714300350763514
107,97,106,98,1,0.17476702429563376
86,64,85,65,1,0.09066681181230862
83,62,82,63,1,0.1612536703132018
105,80,104,81,1,0.18171030648661246
63,70,64,71,1,0.2570224462794299
90,69,89,70,1,0.10643329125952646
59,71,60,72,1,0.26495031596418794
72,65,73,66,1,0.0982424165924958
87,65,86,66,1,0.10624472034358667
77,62,78,63,1,0.19831952030114952
58,71,59,72,1,0.23534465251865455
106,88,105,88,1,0.243827014247249
88,66,87,67,1,0.09581252318011912
95,72,94,73,1,0.19610068895023744
91,70,90,71,1,0.13263763291551298
57,71,58,72,1,
109,98,108,99,1,
78,62,78,63,1,0.20036813580023133
106,87,105,88,1,0.2230474923821772
106,96,105,97,1,0.18295613168432404
68,68,69,69,1,0.19781057212309724
88,67,87,68,1,0.08765483747328473
106,86,105,86,1,0.21441100952618766
106,85,105,86,1,0.19643794070621703
66,69,67,70,1,0.23774293161595228
84,63,83,64,1,0.1062029101021241
74,63,75,64,1,0.1244150075809209
88,68,87,69,1,0.08754326899261566
108,98,107,99,1,0.18968131309433353
82,62,81,63,1,0.14123430958909988
73,64,74,65,1,0.09265510051478246
105,81,104,82,1,0.18113155591455632
103,77,102,78,1,0.1836585538267648
79,62,78,63,1,0.18233188693221491
106,84,105,84,1,0.17550723526633885
89,69,88,70,1,0.10302858704454064
71,66,72,67,1,0.11663601135195381
85,64,84,65,1,0.09339520529234095
94,72,93,73,1,0.19151203196272157
80,62,79,63,1,0.14120951147434455
70,67,71,68,1,0.16654296154068282
104,79,103,80,1,0.18627503272709325
72,66,73,67,1,0.10884010108185144
105,93,104,92,1,0.23558009915240408
64,70,65,71,1,0.2694976518688396
92,71,91,72,1,0.1593323984677187
87,66,86,67,1,0.07673878872308686
60,71,61,72,1,0.2514771520741169
86,65,85,66,1,0.08974078067207523
81,62,80,63,1,0.13463627510243684
90,70,89,71,1,0.10348054707636407
105,92,104,91,1,0.2430684728341091
98,73,97,74,1,0.2042703118250551
75,63,76,64,1,0.1242898974956778
102,76,101,77,1,0.18108342786457693
105,91,104,90,1,0.24394299022708418
105,94,104,95,1,0.23414940817750496
61,71,62,72,1,0.2526252110267208
74,64,75,65,1,0.07686263498452947
83,63,82,64,1,0.09247511987464478
67,69,68,70,1,0.2213773678852241
73,65,74,66,1,0.08573306792526689
105,82,104,83,1,0.1947333854323637
84,64,83,65,1,0.07960895393740343
100,74,99,75,1,0.17977170495665784
87,67,86,68,1,0.07897086369049502
87,68,86,69,1,0.09209963371285433
106,97,105,98,1,0.1809425859944014
88,69,87,70,1,0.09966045325232775
86,66,85,67,1,0.06882399091418186
105,95,104,96,1,0.21688949888498127
107,98,106,99,1,0.1932378970430492
101,75,100,76,1,0.18539705434233172
82,63,81,64,1,0.08377765953615243
85,65,84,66,1,0.06806497122525723
89,70,88,71,1,0.11267835245242132
103,78,102,79,1,0.18786615519804745
91,71,90,72,1,0.12885288481333654
71,67,72,68,1,0.1237529359112364
69,68,70,69,1,0.1972411766871439
105,90,104,89,1,0.24245834163689237
73,66,74,67,1,0.08824711717091337
76,63,77,64,1,0.1134098327253236
97,73,96,74,1,0.20880475783702826
74,65,75,66,1,0.07205675593344625
104,80,103,81,1,0.1850338108068127
75,64,76,65,1,0.07391127567828097
83,64,82,65,1,0.06574236751711379
93,72,92,73,1,0.1739811154708661
84,65,83,66,1,0.054609336256114444
65,70,66,71,1,0.25972478270333255
85,66,84,67,1,0.04625889533514554
105,83,104,84,1,0.20963822260071163
81,63,80,64,1,0.07490403404715913
90,71,89,72,1,0.12982726652685017
77,63,78,64,1,0.10534540569025724
87,69,86,70,1,0.0918412334981046
80,63,79,64,1,0.08867644838321469
86,67,85,68,1,0.05856286079086062
105,89,104,88,1,0.25031134532458704
68,69,69,70,1,0.22083068216654794
79,63,79,64,1,0.09743196562312982
76,64,77,65,1,0.053066759428611755
78,63,79,64,1,0.10381593913738868
85,67,84,68,1,0.04181075804198157
105,96,104,97,1,0.21487047010310584
83,65,82,66,1,0.052892342924993375
82,64,81,65,1,0.059922709883514946
84,66,83,67,1,0.05143877281576715
88,70,87,71,1,0.10176383668096463
74,66,75,67,1,0.07341712508271202
96,73,95,74,1,0.21411338392486493
62,71,63,72,1,0.25270445089531035
99,74,98,75,1,0.19549164212723466
104,81,103,82,1,0.19313624616747807
75,65,76,66,1,0.05940496863230397
72,67,72,68,1,0.12962128273850682
102,77,101,78,1,0.19687434464347467
105,85,104,86,1,0.20451388408494392
86,68,85,69,1,0.06309384039635722
95,73,94,74,1,0.20844278017991968
77,64,78,65,1,0.04550651443046318
81,64,80,65,1,0.048740516364463304
92,72,91,73,1,0.15685921142401263
73,67,74,68,1,0.09159370946112527
85,68,84,69,1,0.05055517567105017
105,84,104,85,1,0.19140095560502604
70,68,71,69,1,0.16653865463505785
105,87,104,88,1,0.23403385888212144
76,65,76,66,1,0.05112537753996385
78,64,79,65,1,0.044359265977071155
105,86,104,87,1,0.22693368189119137
101,76,100,77,1,0.17836747575980705
100,75,99,76,1,0.1553051247592984
83,66,82,67,1,0.050814770148747586
75,66,76,67,1,0.05693546332173611
82,65,81,66,1,0.04846575013167365
57,72,56,73,1,
103,79,102,80,1,0.2091523068681748
94,73,93,74,1,0.1992760610948096
84,67,83,68,1,0.053190670726347
80,64,79,65,1,0.054596679281718886
86,69,85,70,1,0.06477116127202165
106,98,105,99,1,0.20202211911440182
79,64,79,65,1,0.054029087405096404
63,71,64,72,1,0.2634527126080324
108,99,107,100,1,
89,71,88,72,1,0.12833597939108235
105,88,104,88,1,0.24674964104137923
77,65,78,66,1,0.02998263136926137
87,70,86,71,1,0.09377293848755332
91,72,90,73,1,0.1460653242098749
81,65,80,66,1,0.04784766397846735
74,67,75,68,1,0.08317311871066972
58,72,59,73,1,0.22226716986531617
71,68,72,69,1,0.13057995335751707
77,66,78,67,1,0.04566303210405319
83,67,82,68,1,0.0497081597674107
59,72,60,73,1,0.25068042154612147
78,65,79,66,1,0.04060848804907354
98,74,97,75,1,0.19835511030966585
85,69,84,70,1,0.05652660885101756
82,66,81,67,1,0.046824331341870085
66,70,67,71,1,0.240519118875036
76,66,77,67,1,0.0480838856483982
84,68,83,69,1,0.058424696333246866
105,97,104,98,1,0.21516862175791146
69,69,70,70,1,0.19501958111254725
104,82,103,83,1,0.20954050335255014
80,65,80,66,1,0.0468132494706424
75,67,76,68,1,0.0697662553419683
79,65,80,66,1,0.042367033614178644
88,71,87,72,1,0.1119020216099906
93,73,92,74,1,0.1815766008403542
82,67,81,68,1,0.05550199158185231
78,66,78,67,1,0.05638127377808696
86,70,85,71,1,0.08752273064488116
81,66,80,67,1,0.051671692010028046
102,78,101,79,1,0.20648080799000076
85,70,84,71,1,0.086016349625935
90,72,89,73,1,0.15912915258437454
84,69,83,70,1,0.0719829099285652
83,68,82,69,1,0.06671937251247274
73,68,74,69,1,0.12141303592726786
72,68,73,69,1,0.1288900423336767
107,99,106,100,1,0.20928323184954062
76,67,76,68,1,0.06571892804642859
79,66,80,67,1,0.037856390630868784
80,66,80,67,1,0.041774727956588334
87,71,86,72,1,0.11919734403039811
77,67,78,68,1,0.0637081701003924
99,75,98,76,1,0.18382287718980625
81,67,80,68,1,0.04930947982190197
67,70,68,71,1,0.24308811457102128
60,72,61,73,1,0.223224872716957
100,76,99,77,1,0.19505088656879693
97,74,96,75,1,0.21428714569767576
103,80,102,81,1,0.20183250209967202
74,68,75,69,1,0.1175547056958187
82,68,82,69,1,0.06842692690397789
104,93,103,94,1,0.25823754564599666
79,67,79,68,1,0.047575720037631455
78,67,79,68,1,0.057815310471917965
75,68,76,69,1,0.10674952853923543
104,94,103,94,1,0.25372606128505465
64,71,65,72,1,0.25869658984909133
80,67,79,68,1,0.03241353940380761
89,72,88,73,1,0.13565102339217963
104,83,103,84,1,0.20487881871122865
83,69,82,70,1,0.0791211735733946
104,92,103,91,1,0.24938915225094932
104,91,103,90,1,0.2554792252969966
92,73,91,74,1,0.17296466114949738
101,77,100,78,1,0.2019168371356133
104,95,103,96,1,0.2352695732681703
84,70,84,71,1,0.10982208380217437
81,68,80,69,1,0.040299227012873556
70,69,71,70,1,0.1527176814487077
77,68,76,69,1,0.07497094239972774
61,72,62,73,1,0.26178359298177967
71,69,72,70,1,0.1481097912792728
80,68,79,69,1,0.04907104856016172
96,74,95,75,1,0.2203421594359953
76,68,76,69,1,0.0924041745149222
88,72,87,73,1,0.1250503555027318
104,90,103,89,1,0.2386699707117999
106,99,105,100,1,0.1921104185593586
103,81,102,82,1,0.20048451929353486
81,69,80,70,1,0.06960605243605329
105,98,104,99,1,0.19493952200770778
86,71,85,72,1,0.1082227415096723
78,68,77,69,1,0.06005082857516203
91,73,90,74,1,0.17937559174879716
82,69,81,70,1,0.07533575665433342
79,68,78,69,1,0.05324819846534483
85,71,84,72,1,0.12064713050017871
104,96,103,97,1,0.22925495317068256
95,74,95,75,1,0.2268869398772935
68,70,68,71,1,0.23022634665358593
102,79,101,80,1,0.1951943479852033
65,71,66,72,1,0.23606680112237646
83,70,82,71,1,0.08374102029070167
104,84,103,84,1,0.20060202664978521
104,85,103,86,1,0.2030525813224195
104,89,103,88,1,0.24457903892907856
98,75,97,76,1,0.2093058084195854
62,72,63,73,1,0.25124998702801987
80,69,79,70,1,0.06931691755083114
94,74,93,75,1,0.20909966373191693
58,73,59,74,1,0.2271504300596727
72,69,72,70,1,0.13958543207290097
87,72,86,73,1,0.12312376938636954
79,69,78,70,1,0.05381608322849174
73,69,74,70,1,0.1347024527666712
90,73,89,74,1,0.15611098576332436
57,73,58,74,1,0.22799382321281214
78,69,77,70,1,0.06590863509678836
56,73,57,74,1,
69,70,70,71,1,0.1728160903721634
108,100,107,101,1,
66,71,67,72,1,0.23164533354820868
104,86,103,87,1,0.22296660997079515
83,71,82,72,1,0.07852621186522805
103,82,102,83,1,0.20414840728756187
77,69,76,70,1,0.09509618486154182
101,78,100,79,1,0.18432754718191652
104,97,103,98,1,0.2146985217407523
74,69,75,70,1,0.12395978917345034
104,87,103,88,1,0.24243598999873958
75,69,75,70,1,0.12570536396389861
93,74,92,75,1,0.1981282886798991
99,76,98,77,1,0.19523906541394848
86,72,85,73,1,0.0997801941590616
82,70,81,71,1,0.06850097656521915
84,71,83,72,1,0.09871121767398305
59,73,60,74,1,0.23899579216533712
104,88,103,88,1,0.23490880285622787
89,73,89,74,1,0.14211138362923806
63,72,64,73,1,0.2586580514240275
60,73,61,74,1,0.23418637330578554
76,69,75,70,1,0.09655565667362406
107,100,106,101,1,0.20924646781278933
81,70,80,71,1,0.09003770491317165
105,99,104,100,1,0.19714331922133235
70,70,71,71,1,0.1429512039622783
102,80,101,81,1,0.18166741405616627
80,70,80,71,1,0.0935004193638335
100,77,99,78,1,0.18113932697103072
88,73,87,74,1,0.12268493285272575
79,70,78,71,1,0.08171585487761064
82,71,81,72,1,0.07318666645748337
85,72,84,73,1,0.11101783787861107
78,70,77,71,1,0.09352407835714609
92,74,91,75,1,0.19404258714791006
103,83,102,84,1,0.2102822808028133
71,70,72,71,1,0.15448676803911865
97,75,96,76,1,0.2078228742319813
104,98,103,99,1,0.1974724460668922
67,71,68,72,1,0.23665153215737725
64,72,65,73,1,0.23844021810004767
87,73,86,74,1,0.11039627440597806
84,72,83,73,1,0.0749159010177596
101,79,100,80,1,0.18509660227335523
77,70,76,71,1,0.102360931450761
106,100,105,101,1,0.20517318970538306
103,92,102,93,1,0.23871395164835446
102,81,101,82,1,0.20829408519626055
73,70,74,71,1,0.13599880949677004
83,72,82,73,1,0.0834402508993191
81,71,80,72,1,0.08475526091780466
72,70,73,71,1,0.13486083872362853
76,70,75,71,1,0.10237795164106493
103,95,102,96,1,0.25258552177114085
103,93,102,93,1,0.26240559151534515
86,73,85,74,1,0.10460765920190576
103,91,102,90,1,0.24596715806539318
74,70,75,71,1,0.13071939733980706
103,94,102,95,1,0.2541000565780024
91,74,91,75,1,0.20240874588838118
82,72,81,73,1,0.07461839636653796
61,73,62,74,1,0.24467313333371152
99,77,98,78,1,0.17626528648961173
75,70,75,71,1,0.1391834543785963
103,85,102,86,1,0.22444660101935016
90,74,91,75,1,0.16737993733363732
103,90,102,89,1,0.24417236031265702
69,71,70,72,1,0.1823419844806784
68,71,68,72,1,0.21029455117755777
100,78,99,79,1,0.17729064132011135
103,84,102,85,1,0.22111608133201766
98,76,97,77,1,0.1902466810212109
65,72,66,73,1,0.23637167305241086
79,71,78,72,1,0.09628478829267771
96,75,95,76,1,0.2236677039977429
85,73,84,74,1,0.09968178969700087
103,96,102,97,1,0.2525402563832836
80,71,80,72,1,0.1028778712237453
84,73,84,74,1,0.0890249749052367
88,74,89,75,1,0.12718721025116705
89,74,89,75,1,0.15667208420468542
83,73,84,74,1,0.07131386851144579
81,72,80,73,1,0.08082032367824682
78,71,77,72,1,0.09968447127616137
94,75,93,76,1,0.21870183422944767
70,71,71,72,1,0.19868809542339108
